CD_MUN,lp_adequado,mt_adequado,lp_insuficiente,lp_basico,lp_proficiente,lp_avancado,mt_insuficiente,mt_basico,mt_proficiente,mt_avancado,ideb
3525003,0.3537,0.0392,0.3211,0.3252,0.3461,0.0076,0.5909,0.3699,0.0374,0.0018,4.3
3525003,0.3537,0.0392,0.3211,0.3252,0.3461,0.0076,0.5909,0.3699,0.0374,0.0018,4.3
3525102,0.279,0.0355,0.3703,0.3508,0.2717,0.0073,0.6126,0.3518,0.0322,0.0033,3.9
3525102,0.279,0.0355,0.3703,0.3508,0.2717,0.0073,0.6126,0.3518,0.0322,0.0033,3.9
3525201,0.3321,0.0615,0.2374,0.4305,0.3183,0.0138,0.5172,0.4212,0.0573,0.0042,4.6
3525201,0.3321,0.0615,0.2374,0.4305,0.3183,0.0138,0.5172,0.4212,0.0573,0.0042,4.6
3525300,0.422,0.0903,0.2321,0.3459,0.4091,0.0129,0.4509,0.4588,0.083,0.0073,4.6
3525300,0.422,0.0903,0.2321,0.3459,0.4091,0.0129,0.4509,0.4588,0.083,0.0073,4.6
3525409,0.1384,0.0,0.4293,0.4323,0.1384,0.0,0.7319,0.2681,0.0,0.0,4.1
3525409,0.1384,0.0,0.4293,0.4323,0.1384,0.0,0.7319,0.2681,0.0,0.0,4.1
3525508,0.3771,0.1359,0.2077,0.4153,0.3771,0.0,0.3697,0.4944,0.1242,0.0117,4.4
3525508,0.3771,0.1359,0.2077,0.4153,0.3771,0.0,0.3697,0.4944,0.1242,0.0117,4.4
3525607,0.2959,0.0598,0.3238,0.3804,0.2959,0.0,0.5566,0.3836,0.0598,0.0,4.3
3525607,0.2959,0.0598,0.3238,0.3804,0.2959,0.0,0.5566,0.3836,0.0598,0.0,4.3
3525706,0.2925,0.0293,0.282,0.4255,0.2889,0.0036,0.5205,0.4501,0.0293,0.0,4.4
3525706,0.2925,0.0293,0.282,0.4255,0.2889,0.0036,0.5205,0.4501,0.0293,0.0,4.4
3525805,,,,,,,,,,,
3525805,,,,,,,,,,,
3525854,0.3692,0.1262,0.1361,0.4947,0.3207,0.0485,0.3492,0.5246,0.1262,0.0,5.0
3525854,0.3692,0.1262,0.1361,0.4947,0.3207,0.0485,0.3492,0.5246,0.1262,0.0,5.0
3525904,0.4917,0.1083,0.1886,0.3198,0.4742,0.0175,0.3779,0.5138,0.1007,0.0076,6.0
3525904,0.4917,0.1083,0.1886,0.3198,0.4742,0.0175,0.3779,0.5138,0.1007,0.0076,5.0
3525904,0.4917,0.1083,0.1886,0.3198,0.4742,0.0175,0.3779,0.5138,0.1007,0.0076,5.0
3526001,0.4221,0.1163,0.1391,0.4389,0.4074,0.0147,0.3802,0.5034,0.11,0.0063,5.0
3526001,0.4221,0.1163,0.1391,0.4389,0.4074,0.0147,0.3802,0.5034,0.11,0.0063,5.0
3526100,0.3197,0.0356,0.3659,0.3143,0.3158,0.0039,0.6355,0.3289,0.0356,0.0,4.2
3526100,0.3197,0.0356,0.3659,0.3143,0.3158,0.0039,0.6355,0.3289,0.0356,0.0,4.2
3526209,0.3108,0.033,0.3706,0.3186,0.3081,0.0027,0.5653,0.4016,0.0286,0.0044,4.4
3526209,0.3108,0.033,0.3706,0.3186,0.3081,0.0027,0.5653,0.4016,0.0286,0.0044,4.4
3526308,0.4837,0.1884,0.2495,0.2668,0.4206,0.0631,0.2871,0.5246,0.1884,0.0,5.3
3526308,0.4837,0.1884,0.2495,0.2668,0.4206,0.0631,0.2871,0.5246,0.1884,0.0,5.3
3526407,0.2807,0.0326,0.325,0.3943,0.2807,0.0,0.6063,0.3611,0.0326,0.0,4.4
3526407,0.2807,0.0326,0.325,0.3943,0.2807,0.0,0.6063,0.3611,0.0326,0.0,4.4
3526506,0.4348,0.1296,0.2182,0.3469,0.4348,0.0,0.4348,0.4357,0.1296,0.0,5.0
3526506,0.4348,0.1296,0.2182,0.3469,0.4348,0.0,0.4348,0.4357,0.1296,0.0,5.0
3526605,0.1673,0.0174,0.3502,0.4824,0.1673,0.0,0.6783,0.3043,0.0174,0.0,4.2
3526605,0.1673,0.0174,0.3502,0.4824,0.1673,0.0,0.6783,0.3043,0.0174,0.0,4.2
3526704,0.4223,0.0785,0.2235,0.3542,0.4148,0.0075,0.4212,0.5003,0.0722,0.0063,4.7
3526704,0.4223,0.0785,0.2235,0.3542,0.4148,0.0075,0.4212,0.5003,0.0722,0.0063,4.7
3526803,0.4882,0.0609,0.205,0.3067,0.478,0.0102,0.3955,0.5436,0.0543,0.0066,4.8
3526803,0.4882,0.0609,0.205,0.3067,0.478,0.0102,0.3955,0.5436,0.0543,0.0066,4.8
3526902,0.4278,0.0868,0.2351,0.3372,0.4152,0.0126,0.4348,0.4784,0.0808,0.006,4.6
3526902,0.4278,0.0868,0.2351,0.3372,0.4152,0.0126,0.4348,0.4784,0.0808,0.006,4.6
3527009,0.4986,0.0517,0.0799,0.4216,0.4711,0.0275,0.256,0.6923,0.0517,0.0,5.2
3527009,0.4986,0.0517,0.0799,0.4216,0.4711,0.0275,0.256,0.6923,0.0517,0.0,5.2
3527108,0.3112,0.0401,0.3074,0.3815,0.3031,0.0081,0.6003,0.3598,0.0346,0.0055,4.3
3527108,0.3112,0.0401,0.3074,0.3815,0.3031,0.0081,0.6003,0.3598,0.0346,0.0055,4.3
3527207,0.3612,0.07,0.3005,0.3384,0.3386,0.0226,0.5233,0.4068,0.0669,0.0031,4.4
3527207,0.3612,0.07,0.3005,0.3384,0.3386,0.0226,0.5233,0.4068,0.0669,0.0031,4.4
3527256,0.3076,0.0769,0.1538,0.5385,0.3076,0.0,0.3845,0.5384,0.0769,0.0,4.8
3527256,0.3076,0.0769,0.1538,0.5385,0.3076,0.0,0.3845,0.5384,0.0769,0.0,4.8
3527306,0.3917,0.048,0.2463,0.3621,0.3813,0.0104,0.4495,0.5025,0.0431,0.0049,4.7
3527306,0.3917,0.048,0.2463,0.3621,0.3813,0.0104,0.4495,0.5025,0.0431,0.0049,4.7
3527405,0.2658,0.0387,0.3441,0.3902,0.2658,0.0,0.4944,0.4669,0.0387,0.0,4.3
3527405,0.2658,0.0387,0.3441,0.3902,0.2658,0.0,0.4944,0.4669,0.0387,0.0,4.3
3527504,0.1176,0.0,0.4118,0.4706,0.1176,0.0,0.6471,0.3529,0.0,0.0,4.0
3527504,0.1176,0.0,0.4118,0.4706,0.1176,0.0,0.6471,0.3529,0.0,0.0,4.0
3527603,,,,,,,,,,,
3527603,,,,,,,,,,,
3527702,0.3394,0.07,0.3289,0.3317,0.3394,0.0,0.604,0.3261,0.07,0.0,4.6
3527702,0.3394,0.07,0.3289,0.3317,0.3394,0.0,0.604,0.3261,0.07,0.0,4.6
3527801,,,,,,,,,,,
3527801,,,,,,,,,,,
3527900,0.2513,0.05,0.3126,0.4363,0.2263,0.025,0.4163,0.5338,0.05,0.0,4.3
3527900,0.2513,0.05,0.3126,0.4363,0.2263,0.025,0.4163,0.5338,0.05,0.0,4.3
3528007,0.3823,0.0198,0.3195,0.2982,0.3753,0.007,0.5061,0.4743,0.0198,0.0,4.4
3528007,0.3823,0.0198,0.3195,0.2982,0.3753,0.007,0.5061,0.4743,0.0198,0.0,4.4
3528106,0.2909,0.0164,0.4193,0.2898,0.2909,0.0,0.6774,0.3062,0.0164,0.0,4.2
3528106,0.2909,0.0164,0.4193,0.2898,0.2909,0.0,0.6774,0.3062,0.0164,0.0,4.2
3528205,0.4091,0.0,0.1364,0.4545,0.4091,0.0,0.6363,0.3637,0.0,0.0,4.7
3528205,0.4091,0.0,0.1364,0.4545,0.4091,0.0,0.6363,0.3637,0.0,0.0,4.7
3528304,,,,,,,,,,,
3528304,,,,,,,,,,,
3528403,0.3925,0.075,0.2573,0.3502,0.3773,0.0152,0.4657,0.4593,0.067,0.008,4.6
3528403,0.3925,0.075,0.2573,0.3502,0.3773,0.0152,0.4657,0.4593,0.067,0.008,4.6
3528502,0.3643,0.0461,0.2713,0.3644,0.3592,0.0051,0.5162,0.4377,0.0437,0.0024,4.5
3528502,0.3643,0.0461,0.2713,0.3644,0.3592,0.0051,0.5162,0.4377,0.0437,0.0024,4.5
3528601,0.2995,0.0492,0.3767,0.3238,0.2995,0.0,0.5055,0.4453,0.0492,0.0,4.1
3528601,0.2995,0.0492,0.3767,0.3238,0.2995,0.0,0.5055,0.4453,0.0492,0.0,4.1
3528700,0.2222,0.0741,0.3333,0.4444,0.2222,0.0,0.5185,0.4074,0.0741,0.0,4.3
3528700,0.2222,0.0741,0.3333,0.4444,0.2222,0.0,0.5185,0.4074,0.0741,0.0,4.3
3528809,0.4292,0.0661,0.3395,0.2312,0.3954,0.0338,0.5293,0.4045,0.0661,0.0,4.5
3528809,0.4292,0.0661,0.3395,0.2312,0.3954,0.0338,0.5293,0.4045,0.0661,0.0,4.5
3528858,0.304,0.0357,0.3537,0.3424,0.2355,0.0685,0.4551,0.5094,0.0357,0.0,4.6
3528858,0.304,0.0357,0.3537,0.3424,0.2355,0.0685,0.4551,0.5094,0.0357,0.0,4.6
3528908,0.1538,0.0,0.3269,0.5192,0.1538,0.0,0.8269,0.173,0.0,0.0,3.7
3528908,0.1538,0.0,0.3269,0.5192,0.1538,0.0,0.8269,0.173,0.0,0.0,3.7
3529005,0.3622,0.0622,0.3034,0.3344,0.3509,0.0113,0.5038,0.4339,0.0592,0.003,4.5
3529005,0.3622,0.0622,0.3034,0.3344,0.3509,0.0113,0.5038,0.4339,0.0592,0.003,4.5
3529104,0.4166,0.5,0.1667,0.4167,0.3333,0.0833,0.2499,0.25,0.4167,0.0833,5.5
3529104,0.4166,0.5,0.1667,0.4167,0.3333,0.0833,0.2499,0.25,0.4167,0.0833,5.5
3529203,0.3164,0.0765,0.3141,0.3696,0.3058,0.0106,0.4842,0.4393,0.0713,0.0052,4.5
3529203,0.3164,0.0765,0.3141,0.3696,0.3058,0.0106,0.4842,0.4393,0.0713,0.0052,4.5
3529302,0.5258,0.1444,0.2095,0.2646,0.4881,0.0377,0.3343,0.5213,0.1104,0.034,
3529302,0.5258,0.1444,0.2095,0.2646,0.4881,0.0377,0.3343,0.5213,0.1104,0.034,4.7
3529302,0.5258,0.1444,0.2095,0.2646,0.4881,0.0377,0.3343,0.5213,0.1104,0.034,6.6
3529302,0.5258,0.1444,0.2095,0.2646,0.4881,0.0377,0.3343,0.5213,0.1104,0.034,5.1
3529401,0.3767,0.0385,0.2591,0.3642,0.3705,0.0062,0.5313,0.4303,0.0373,0.0012,4.4
3529401,0.3767,0.0385,0.2591,0.3642,0.3705,0.0062,0.5313,0.4303,0.0373,0.0012,4.4
3529500,,,,,,,,,,,
3529500,,,,,,,,,,,
3529609,,,,,,,,,,,
3529609,,,,,,,,,,,
3529658,,,,,,,,,,,
3529658,,,,,,,,,,,
3529708,0.2833,0.0339,0.4067,0.31,0.2673,0.016,0.567,0.3992,0.0269,0.007,4.2
3529708,0.2833,0.0339,0.4067,0.31,0.2673,0.016,0.567,0.3992,0.0269,0.007,4.2
3529807,,,,,,,,,,,
3529807,,,,,,,,,,,
3529906,0.2493,0.0302,0.3992,0.3515,0.2493,0.0,0.5896,0.3802,0.0302,0.0,4.1
3529906,0.2493,0.0302,0.3992,0.3515,0.2493,0.0,0.5896,0.3802,0.0302,0.0,4.1
3530003,0.3334,0.1111,0.2778,0.3889,0.3334,0.0,0.5,0.389,0.1111,0.0,4.8
3530003,0.3334,0.1111,0.2778,0.3889,0.3334,0.0,0.5,0.389,0.1111,0.0,4.8
3530102,0.2672,0.0428,0.3242,0.4086,0.2511,0.0161,0.5243,0.4329,0.034,0.0088,4.5
3530102,0.2672,0.0428,0.3242,0.4086,0.2511,0.0161,0.5243,0.4329,0.034,0.0088,4.5
3530201,,,,,,,,,,,
3530201,,,,,,,,,,,
3530300,0.4201,0.0673,0.2121,0.3679,0.4074,0.0127,0.4291,0.5036,0.0628,0.0045,4.6
3530300,0.4201,0.0673,0.2121,0.3679,0.4074,0.0127,0.4291,0.5036,0.0628,0.0045,4.6
3530409,,,,,,,,,,,
3530409,,,,,,,,,,,
3530508,0.2945,0.0577,0.3481,0.3575,0.2842,0.0103,0.5284,0.4138,0.056,0.0017,4.5
3530508,0.2945,0.0577,0.3481,0.3575,0.2842,0.0103,0.5284,0.4138,0.056,0.0017,1.2
3530508,0.2945,0.0577,0.3481,0.3575,0.2842,0.0103,0.5284,0.4138,0.056,0.0017,1.3
3530607,0.3528,0.0695,0.2964,0.3507,0.34,0.0128,0.5312,0.3993,0.0624,0.0071,4.4
3530607,0.3528,0.0695,0.2964,0.3507,0.34,0.0128,0.5312,0.3993,0.0624,0.0071,4.4
3530706,0.4451,0.0833,0.211,0.3439,0.4298,0.0153,0.3971,0.5196,0.079,0.0043,4.6
3530706,0.4451,0.0833,0.211,0.3439,0.4298,0.0153,0.3971,0.5196,0.079,0.0043,
3530706,0.4451,0.0833,0.211,0.3439,0.4298,0.0153,0.3971,0.5196,0.079,0.0043,4.6
3530805,0.4449,0.1038,0.2411,0.314,0.4264,0.0185,0.4245,0.4716,0.0932,0.0106,4.8
3530805,0.4449,0.1038,0.2411,0.314,0.4264,0.0185,0.4245,0.4716,0.0932,0.0106,4.8
3530904,0.3332,0.037,0.1852,0.4814,0.2962,0.037,0.2592,0.7037,0.037,0.0,5.0
3530904,0.3332,0.037,0.1852,0.4814,0.2962,0.037,0.2592,0.7037,0.037,0.0,5.0
3531001,,,,,,,,,,,
3531001,,,,,,,,,,,
3531100,0.3003,0.034,0.3828,0.3169,0.2892,0.0111,0.5801,0.386,0.0315,0.0025,4.1
3531100,0.3003,0.034,0.3828,0.3169,0.2892,0.0111,0.5801,0.386,0.0315,0.0025,4.1
3531209,0.6891,0.1465,0.0488,0.2621,0.6793,0.0098,0.2141,0.6393,0.1465,0.0,5.3
3531209,0.6891,0.1465,0.0488,0.2621,0.6793,0.0098,0.2141,0.6393,0.1465,0.0,5.3
3531308,0.2968,0.0491,0.3741,0.329,0.2893,0.0075,0.5986,0.3524,0.0491,0.0,4.2
3531308,0.2968,0.0491,0.3741,0.329,0.2893,0.0075,0.5986,0.3524,0.0491,0.0,4.2
3531407,0.3138,0.03,0.2981,0.3882,0.2973,0.0165,0.4895,0.4806,0.03,0.0,4.5
3531407,0.3138,0.03,0.2981,0.3882,0.2973,0.0165,0.4895,0.4806,0.03,0.0,4.5
3531506,0.2912,0.0064,0.3713,0.3375,0.2912,0.0,0.4927,0.5009,0.0,0.0064,4.0
3531506,0.2912,0.0064,0.3713,0.3375,0.2912,0.0,0.4927,0.5009,0.0,0.0064,4.0
3531605,,,,,,,,,,,
3531605,,,,,,,,,,,
3531704,0.3314,0.0648,0.2741,0.3945,0.3314,0.0,0.5075,0.4277,0.0648,0.0,4.5
3531704,0.3314,0.0648,0.2741,0.3945,0.3314,0.0,0.5075,0.4277,0.0648,0.0,4.5
3531803,0.413,0.0586,0.2224,0.3646,0.4073,0.0057,0.4382,0.5031,0.0586,0.0,4.7
3531803,0.413,0.0586,0.2224,0.3646,0.4073,0.0057,0.4382,0.5031,0.0586,0.0,4.7
3531902,0.3008,0.0175,0.3251,0.3742,0.3008,0.0,0.5824,0.4002,0.0175,0.0,
3531902,0.3008,0.0175,0.3251,0.3742,0.3008,0.0,0.5824,0.4002,0.0175,0.0,4.9
3531902,0.3008,0.0175,0.3251,0.3742,0.3008,0.0,0.5824,0.4002,0.0175,0.0,4.4
3532009,0.4421,0.0884,0.1713,0.3865,0.4421,0.0,0.4117,0.5001,0.0884,0.0,5.0
3532009,0.4421,0.0884,0.1713,0.3865,0.4421,0.0,0.4117,0.5001,0.0884,0.0,5.0
3532058,,,,,,,,,,,
3532058,,,,,,,,,,,
3532108,0.3871,0.0646,0.3226,0.2903,0.3226,0.0645,0.5806,0.3549,0.0646,0.0,4.6
3532108,0.3871,0.0646,0.3226,0.2903,0.3226,0.0645,0.5806,0.3549,0.0646,0.0,4.6
3532157,0.4615,0.0385,0.1539,0.3846,0.4615,0.0,0.6154,0.3462,0.0385,0.0,4.8
3532157,0.4615,0.0385,0.1539,0.3846,0.4615,0.0,0.6154,0.3462,0.0385,0.0,4.8
3532207,,,,,,,,,,,
3532207,,,,,,,,,,,
3532306,,,,,,,,,,,
3532306,,,,,,,,,,,
3532405,0.2732,0.0216,0.3832,0.3436,0.2732,0.0,0.6004,0.3782,0.0216,0.0,4.3
3532405,0.2732,0.0216,0.3832,0.3436,0.2732,0.0,0.6004,0.3782,0.0216,0.0,4.3
3532504,,,,,,,,,,,
3532504,,,,,,,,,,,
3532603,0.1859,0.0274,0.5245,0.2895,0.1859,0.0,0.6948,0.2779,0.0274,0.0,3.9
3532603,0.1859,0.0274,0.5245,0.2895,0.1859,0.0,0.6948,0.2779,0.0274,0.0,3.9
3532702,,,,,,,,,,,
3532702,,,,,,,,,,,
3532801,0.5053,0.1713,0.1986,0.2962,0.5053,0.0,0.3796,0.449,0.1713,0.0,4.8
3532801,0.5053,0.1713,0.1986,0.2962,0.5053,0.0,0.3796,0.449,0.1713,0.0,4.8
3532827,0.2751,0.0364,0.4715,0.2533,0.2751,0.0,0.6721,0.2914,0.0364,0.0,4.0
3532827,0.2751,0.0364,0.4715,0.2533,0.2751,0.0,0.6721,0.2914,0.0364,0.0,4.0
3532843,0.3846,0.0769,0.3846,0.2308,0.3846,0.0,0.3076,0.6154,0.0769,0.0,4.9
3532843,0.3846,0.0769,0.3846,0.2308,0.3846,0.0,0.3076,0.6154,0.0769,0.0,4.9
3532868,,,,,,,,,,,
3532868,,,,,,,,,,,
3532900,0.3264,0.0231,0.3382,0.3354,0.3264,0.0,0.5182,0.4587,0.0231,0.0,4.5
3532900,0.3264,0.0231,0.3382,0.3354,0.3264,0.0,0.5182,0.4587,0.0231,0.0,4.5
3533007,,,,,,,,,,,
3533007,,,,,,,,,,,
3533106,0.307,0.0,0.307,0.386,0.307,0.0,0.383,0.6169,0.0,0.0,4.7
3533106,0.307,0.0,0.307,0.386,0.307,0.0,0.383,0.6169,0.0,0.0,4.7
3533205,0.3311,0.0956,0.2,0.4689,0.3311,0.0,0.5478,0.3567,0.0956,0.0,4.7
3533205,0.3311,0.0956,0.2,0.4689,0.3311,0.0,0.5478,0.3567,0.0956,0.0,4.7
3533254,0.1798,0.0495,0.2427,0.5776,0.1798,0.0,0.5729,0.3777,0.0495,0.0,4.3
3533254,0.1798,0.0495,0.2427,0.5776,0.1798,0.0,0.5729,0.3777,0.0495,0.0,4.3
3533304,0.5555,0.1389,0.1389,0.3055,0.5555,0.0,0.3334,0.5278,0.0833,0.0556,5.2
3533304,0.5555,0.1389,0.1389,0.3055,0.5555,0.0,0.3334,0.5278,0.0833,0.0556,5.2
3533403,0.4254,0.0719,0.2478,0.3267,0.407,0.0184,0.4501,0.478,0.0687,0.0032,4.7
3533403,0.4254,0.0719,0.2478,0.3267,0.407,0.0184,0.4501,0.478,0.0687,0.0032,4.7
3533502,0.3264,0.0806,0.3765,0.2972,0.3156,0.0108,0.529,0.3903,0.0668,0.0138,4.5
3533502,0.3264,0.0806,0.3765,0.2972,0.3156,0.0108,0.529,0.3903,0.0668,0.0138,4.5
3533601,,,,,,,,,,,
3533601,,,,,,,,,,,
3533700,0.0361,0.0,0.4671,0.4968,0.0361,0.0,0.7508,0.2492,0.0,0.0,3.8
3533700,0.0361,0.0,0.4671,0.4968,0.0361,0.0,0.7508,0.2492,0.0,0.0,3.8
3533809,0.4286,0.1428,0.381,0.1905,0.4286,0.0,0.3333,0.5237,0.1428,0.0,4.7
3533809,0.4286,0.1428,0.381,0.1905,0.4286,0.0,0.3333,0.5237,0.1428,0.0,4.7
3533908,0.4001,0.1104,0.2632,0.3367,0.3929,0.0072,0.4596,0.43,0.0996,0.0108,4.7
3533908,0.4001,0.1104,0.2632,0.3367,0.3929,0.0072,0.4596,0.43,0.0996,0.0108,4.7
3534005,,,,,,,,,,,
3534005,,,,,,,,,,,
3534104,,,,,,,,,,,
3534104,,,,,,,,,,,
3534203,0.2499,0.1093,0.4533,0.2967,0.2499,0.0,0.484,0.4067,0.0773,0.032,4.5
3534203,0.2499,0.1093,0.4533,0.2967,0.2499,0.0,0.484,0.4067,0.0773,0.032,4.5
3534302,0.4447,0.0805,0.2029,0.3525,0.4365,0.0082,0.4072,0.5123,0.0766,0.0039,4.8
3534302,0.4447,0.0805,0.2029,0.3525,0.4365,0.0082,0.4072,0.5123,0.0766,0.0039,4.8
3534401,0.3499,0.0321,0.2829,0.3672,0.3408,0.0091,0.5753,0.3926,0.0307,0.0014,4.3
3534401,0.3499,0.0321,0.2829,0.3672,0.3408,0.0091,0.5753,0.3926,0.0307,0.0014,4.3
3534500,0.381,0.0,0.1905,0.4286,0.381,0.0,0.4286,0.5714,0.0,0.0,4.9
3534500,0.381,0.0,0.1905,0.4286,0.381,0.0,0.4286,0.5714,0.0,0.0,4.9
3534609,0.4764,0.0897,0.2088,0.3149,0.4562,0.0202,0.4,0.5103,0.0732,0.0165,5.0
3534609,0.4764,0.0897,0.2088,0.3149,0.4562,0.0202,0.4,0.5103,0.0732,0.0165,5.0
3534708,0.46,0.0828,0.2125,0.3274,0.4437,0.0163,0.4221,0.4953,0.0715,0.0113,4.7
3534708,0.46,0.0828,0.2125,0.3274,0.4437,0.0163,0.4221,0.4953,0.0715,0.0113,4.7
3534757,,,,,,,,,,,
3534757,,,,,,,,,,,
3534807,0.3069,0.0428,0.3722,0.3209,0.3069,0.0,0.5322,0.4251,0.0322,0.0106,4.0
3534807,0.3069,0.0428,0.3722,0.3209,0.3069,0.0,0.5322,0.4251,0.0322,0.0106,4.0
3534906,0.2631,0.0,0.3955,0.3414,0.2631,0.0,0.7649,0.2352,0.0,0.0,3.8
3534906,0.2631,0.0,0.3955,0.3414,0.2631,0.0,0.7649,0.2352,0.0,0.0,3.8
3535002,,,,,,,,,,,
3535002,,,,,,,,,,,
3535101,0.2723,0.056,0.3096,0.4181,0.2621,0.0102,0.5319,0.4121,0.056,0.0,4.3
3535101,0.2723,0.056,0.3096,0.4181,0.2621,0.0102,0.5319,0.4121,0.056,0.0,4.3
3535200,0.3475,0.0855,0.3007,0.3518,0.3475,0.0,0.3863,0.5281,0.0715,0.014,4.7
3535200,0.3475,0.0855,0.3007,0.3518,0.3475,0.0,0.3863,0.5281,0.0715,0.014,4.7
3535309,0.3189,0.0414,0.3164,0.3647,0.3083,0.0106,0.4766,0.482,0.0414,0.0,4.6
3535309,0.3189,0.0414,0.3164,0.3647,0.3083,0.0106,0.4766,0.482,0.0414,0.0,4.6
3535408,0.2444,0.0177,0.445,0.3105,0.2444,0.0,0.6151,0.3673,0.0177,0.0,4.2
3535408,0.2444,0.0177,0.445,0.3105,0.2444,0.0,0.6151,0.3673,0.0177,0.0,4.2
3535507,0.3608,0.0452,0.2611,0.3782,0.3519,0.0089,0.519,0.4359,0.0452,0.0,4.4
3535507,0.3608,0.0452,0.2611,0.3782,0.3519,0.0089,0.519,0.4359,0.0452,0.0,4.4
3535606,0.3995,0.1403,0.2376,0.3629,0.3995,0.0,0.4133,0.4464,0.1339,0.0064,4.8
3535606,0.3995,0.1403,0.2376,0.3629,0.3995,0.0,0.4133,0.4464,0.1339,0.0064,4.8
3535705,0.3681,0.0,0.1552,0.4767,0.3681,0.0,0.4835,0.5167,0.0,0.0,4.6
3535705,0.3681,0.0,0.1552,0.4767,0.3681,0.0,0.4835,0.5167,0.0,0.0,4.6
3535804,0.2636,0.0453,0.3977,0.3387,0.2636,0.0,0.5666,0.3882,0.0366,0.0087,4.2
3535804,0.2636,0.0453,0.3977,0.3387,0.2636,0.0,0.5666,0.3882,0.0366,0.0087,4.2
3535903,0.2987,0.1267,0.1628,0.5385,0.2987,0.0,0.3438,0.5295,0.1267,0.0,5.1
3535903,0.2987,0.1267,0.1628,0.5385,0.2987,0.0,0.3438,0.5295,0.1267,0.0,5.1
3536000,0.0876,0.0183,0.4648,0.4476,0.0693,0.0183,0.7863,0.1955,0.0183,0.0,3.8
3536000,0.0876,0.0183,0.4648,0.4476,0.0693,0.0183,0.7863,0.1955,0.0183,0.0,3.8
3536109,,,,,,,,,,,
3536109,,,,,,,,,,,
3536208,0.3225,0.0505,0.3416,0.3358,0.3154,0.0071,0.5451,0.4045,0.0381,0.0124,4.4
3536208,0.3225,0.0505,0.3416,0.3358,0.3154,0.0071,0.5451,0.4045,0.0381,0.0124,4.4
3536257,0.05,0.05,0.75,0.2,0.05,0.0,0.8,0.15,0.05,0.0,3.4
3536257,0.05,0.05,0.75,0.2,0.05,0.0,0.8,0.15,0.05,0.0,3.4
3536307,,,,,,,,,,,
3536307,,,,,,,,,,,
3536406,,,,,,,,,,,
3536406,,,,,,,,,,,
3536505,0.4391,0.1372,0.2333,0.3276,0.4259,0.0132,0.4358,0.4268,0.1316,0.0056,4.1
3536505,0.4391,0.1372,0.2333,0.3276,0.4259,0.0132,0.4358,0.4268,0.1316,0.0056,
3536505,0.4391,0.1372,0.2333,0.3276,0.4259,0.0132,0.4358,0.4268,0.1316,0.0056,4.5
3536570,,,,,,,,,,,
3536570,,,,,,,,,,,
3536604,0.5172,0.2865,0.0861,0.3967,0.5172,0.0,0.3725,0.3409,0.2693,0.0172,5.4
3536604,0.5172,0.2865,0.0861,0.3967,0.5172,0.0,0.3725,0.3409,0.2693,0.0172,5.4
3536703,0.3242,0.0297,0.274,0.4017,0.3182,0.006,0.5624,0.408,0.0297,0.0,4.1
3536703,0.3242,0.0297,0.274,0.4017,0.3182,0.006,0.5624,0.408,0.0297,0.0,4.1
3536802,,,,,,,,,,,
3536802,,,,,,,,,,,
3536901,0.2223,0.0,0.1667,0.6111,0.2223,0.0,0.6111,0.3889,0.0,0.0,4.6
3536901,0.2223,0.0,0.1667,0.6111,0.2223,0.0,0.6111,0.3889,0.0,0.0,4.6
3537008,0.2344,0.0408,0.4435,0.3221,0.2344,0.0,0.5504,0.4089,0.0256,0.0152,3.9
3537008,0.2344,0.0408,0.4435,0.3221,0.2344,0.0,0.5504,0.4089,0.0256,0.0152,3.9
3537107,0.3689,0.0474,0.2739,0.3572,0.3632,0.0057,0.4418,0.5109,0.0474,0.0,4.3
3537107,0.3689,0.0474,0.2739,0.3572,0.3632,0.0057,0.4418,0.5109,0.0474,0.0,4.3
3537156,0.1579,0.0,0.3684,0.4737,0.1579,0.0,0.6843,0.3158,0.0,0.0,4.2
3537156,0.1579,0.0,0.3684,0.4737,0.1579,0.0,0.6843,0.3158,0.0,0.0,4.2
3537206,0.3576,0.0494,0.2663,0.3761,0.3341,0.0235,0.5162,0.4344,0.0494,0.0,4.5
3537206,0.3576,0.0494,0.2663,0.3761,0.3341,0.0235,0.5162,0.4344,0.0494,0.0,4.5
3537305,0.3331,0.0378,0.2921,0.3749,0.3234,0.0097,0.5308,0.4314,0.0331,0.0047,4.3
3537305,0.3331,0.0378,0.2921,0.3749,0.3234,0.0097,0.5308,0.4314,0.0331,0.0047,4.3
3537404,0.5248,0.1117,0.2088,0.2664,0.5119,0.0129,0.3144,0.574,0.1041,0.0076,5.2
3537404,0.5248,0.1117,0.2088,0.2664,0.5119,0.0129,0.3144,0.574,0.1041,0.0076,5.2
3537503,0.1851,0.0363,0.3156,0.4994,0.1851,0.0,0.5119,0.4519,0.0363,0.0,4.5
3537503,0.1851,0.0363,0.3156,0.4994,0.1851,0.0,0.5119,0.4519,0.0363,0.0,4.5
3537602,0.385,0.0779,0.2602,0.3549,0.3741,0.0109,0.4474,0.4747,0.0687,0.0092,4.5
3537602,0.385,0.0779,0.2602,0.3549,0.3741,0.0109,0.4474,0.4747,0.0687,0.0092,4.5
3537701,,,,,,,,,,,
3537701,,,,,,,,,,,
3537800,0.3928,0.0742,0.2521,0.3551,0.3835,0.0093,0.4228,0.503,0.0716,0.0026,4.5
